q1,q2
"[ 1.12804517e-01 -1.64684221e-01  6.44274652e-02  3.29033956e-02
  1.06889009e-02 -2.38201767e-03 -1.21872015e-01 -1.00533972e-02
 -8.99609476e-02  6.87802350e-03 -5.30063100e-02  8.49664677e-03
  2.94282325e-02 -8.78496841e-02 -2.19043810e-02 -2.71376967e-02
 -2.81613600e-03 -1.51901916e-02  9.01231542e-02 -8.49432945e-02
 -6.54178560e-02 -2.23030858e-02  1.08725140e-02  1.68339461e-02
  1.85179971e-02 -4.99459952e-02  2.06477903e-02 -2.67051533e-03
  8.23544711e-02  2.35690065e-02  2.77774315e-02  1.64352804e-02
  6.61893114e-02  5.87518234e-03  1.80299878e-02  6.37696758e-02
  5.21417931e-02 -3.86616439e-02  2.43330970e-02  5.72767621e-03
  3.18410024e-02  2.78128106e-02  4.34832573e-02  1.14673674e-02
 -3.93562093e-02 -1.13902554e-01  1.42280117e-01  8.61286744e-02
 -1.38293549e-01 -4.41513993e-02 -1.80473104e-02  5.51032275e-02
 -1.14233844e-01  1.83157489e-01  5.72313517e-02 -1.46268114e-01
  3.95745225e-02 -7.54759014e-02 -5.91380224e-02 -1.09897263e-01
  4.51318361e-03  4.17145453e-02 -7.65941441e-02  5.19067757e-02
  2.52759662e-02 -2.37413459e-02  2.23864932e-02 -1.29906405e-02
 -1.63564645e-02 -4.31897715e-02  3.49663831e-02  1.07736364e-01
  1.13473053e-03 -3.31082642e-02 -1.99681446e-02  1.13095686e-01
  1.05695106e-01  8.66980106e-03 -1.28377695e-04 -4.38329279e-02
 -6.41572475e-02  6.90647354e-03 -3.30436938e-02 -1.67428944e-02
  1.83717366e-02 -9.67364013e-02  4.15590331e-02  3.39020751e-02
  4.52563725e-02  2.24363990e-02 -2.85417978e-02  8.80518407e-02
  9.94530693e-03  1.59191992e-02 -1.08378775e-01  4.46411297e-02
 -3.04102991e-03 -1.08759115e-02  1.10526057e-03  2.83792708e-03]","[ 0.15499502 -0.13296306 -0.00848855  0.01962977  0.05165392 -0.02698988
 -0.12449869 -0.07368924 -0.05415601 -0.01564235 -0.00060954  0.07225735
  0.03148318 -0.06671818  0.04110565 -0.00659452  0.0175031  -0.02050164
  0.07649397 -0.06663289 -0.08813713 -0.00988875 -0.00692848  0.05660528
  0.02768502 -0.04770824  0.04914416  0.01094293  0.04332018  0.0584267
 -0.0228659   0.03439851  0.04004959  0.03686069 -0.01567597  0.02265025
  0.09817213 -0.01419667  0.02747213 -0.04925262 -0.00056597  0.00336722
  0.01844333 -0.00674944 -0.05241851 -0.16011134  0.12673001  0.08935601
 -0.16280696 -0.05693161 -0.01942301  0.07386879 -0.06597266  0.15369746
  0.06623363 -0.12350742  0.03222137 -0.06254771 -0.07485793 -0.08293568
  0.00571028 -0.00116489 -0.04680879  0.0744831   0.02668383 -0.03135586
  0.01612491 -0.01101539 -0.04472181 -0.04221164  0.00586573  0.10049403
 -0.00758084 -0.03161718 -0.02972318  0.08933792  0.10119586 -0.00609365
 -0.0237092  -0.07571002 -0.05339022  0.01406528 -0.02856331 -0.0386668
 -0.02114055 -0.06779392  0.07829892  0.04562518  0.0678015   0.02573275
 -0.03926963  0.13865127  0.01692489  0.01827985 -0.11194755  0.0507566
 -0.00383183 -0.02319728 -0.0026921   0.01542179]"
"[ 0.12661187 -0.21211925  0.01104926  0.05534378  0.11751091  0.04950201
 -0.0770808  -0.02720891 -0.06112728  0.01469898 -0.03563529  0.08889137
 -0.03575894 -0.07898945 -0.04011298  0.05300122  0.02091556  0.00766688
 -0.01152678  0.00781923 -0.07794788 -0.04351165 -0.01834901 -0.05388915
 -0.06365596 -0.07287545  0.03504973  0.01826725 -0.02100686  0.0594473
  0.00928145 -0.02155968  0.10914546  0.01140175 -0.02070329  0.03111592
 -0.03799249 -0.01968731  0.00876859  0.01009963 -0.00677127 -0.02642907
  0.03061155 -0.02808028 -0.0375957  -0.07471365  0.07813655  0.09408037
 -0.1911507  -0.10607358 -0.05434478  0.10487571 -0.0069144   0.17379151
  0.11472711 -0.12087196  0.03807379 -0.05050948 -0.03468172 -0.11395644
  0.05569945  0.08600809 -0.0973542   0.04042939  0.01331145 -0.02967486
 -0.02697791  0.01866686 -0.02548624 -0.02853039 -0.04336926  0.08828209
 -0.04946854 -0.0146281  -0.06374781  0.03674562  0.0159027  -0.03072265
 -0.00773688 -0.01225592 -0.06473809 -0.00872366 -0.01738772  0.01457689
 -0.001983   -0.06832548  0.02352414  0.01460439  0.05772018 -0.0031299
 -0.0339837   0.06847479 -0.01722693  0.03302214 -0.05396622  0.01330335
 -0.03074392  0.02396055 -0.00576756 -0.00687673]","[ 0.0924504  -0.2030873  -0.01136067 -0.00328987  0.12395278  0.04229775
 -0.02979495 -0.03606483 -0.05460587  0.04219875 -0.02637227  0.0376085
  0.02371158 -0.0756655  -0.00766626  0.0089686   0.02869966 -0.01597801
  0.01678942  0.01671669 -0.06564602 -0.03909396 -0.00839816 -0.05403029
 -0.05297563 -0.05701095  0.02921703  0.01028815 -0.00520663  0.07396386
 -0.04713342  0.01918009  0.0656865   0.01169793 -0.00774029  0.04714317
  0.01170458 -0.02297657  0.04524493  0.01485439 -0.01153257  0.02714136
  0.00967022 -0.02725514 -0.05399876 -0.09600348  0.10312703  0.03960629
 -0.1908848  -0.05609449 -0.06106941  0.05511712 -0.01471745  0.15221365
  0.10601307 -0.08657214  0.02635418 -0.04948358 -0.06779797 -0.05846629
  0.0515385   0.04304111 -0.09474334  0.03575393  0.02687981 -0.06285053
 -0.00725105 -0.00352851 -0.00504722 -0.01067473 -0.02832711  0.07035857
 -0.07159948 -0.03073325 -0.0301592   0.05987754  0.05179671 -0.00863094
 -0.02149579 -0.01326495 -0.05440558  0.03552123 -0.02385342 -0.00142989
  0.01360117 -0.06956773  0.05903389  0.07164565  0.07594183  0.01754224
 -0.01185157  0.08364335 -0.03550924 -0.01006713 -0.0760785   0.04114743
 -0.01896072  0.02273284 -0.02419503  0.01833277]"
"[ 1.02327175e-01 -1.83295161e-01 -2.97686495e-02 -7.31355101e-02
  1.15700059e-01 -6.87459707e-02 -4.67711389e-02 -2.16037054e-02
 -1.63250193e-01 -7.49960542e-03 -2.33341828e-02  6.02957420e-02
  4.86663319e-02 -5.14543429e-02  1.68118812e-02  1.54221296e-01
  4.74500991e-02  4.57117185e-02  6.11653104e-02 -3.62474397e-02
 -1.18358396e-02  6.24351911e-02 -8.15686956e-03  6.17381856e-02
  4.11579497e-02 -8.58012661e-02 -3.09925526e-03  8.30114707e-02
 -5.33678532e-02  9.43592712e-02  3.27656344e-02  5.36255538e-05
  4.51924540e-02 -3.98061052e-02 -2.10851282e-02 -8.03330764e-02
 -6.09504525e-03  3.06432322e-03  9.61444080e-02  5.95307350e-02
 -3.53031047e-03 -7.32929539e-03 -1.77448429e-02 -3.82274240e-02
 -3.98488902e-02 -1.13398828e-01  1.45178497e-01  8.17324594e-02
 -1.10062480e-01 -6.52270317e-02 -1.57872066e-02  5.97430095e-02
 -8.33945423e-02  1.76601261e-01  1.18679844e-01 -1.42409280e-01
  1.75583363e-03 -1.07112020e-01 -7.98072219e-02 -9.61370394e-02
  1.37487510e-02  4.27513905e-02 -6.39716387e-02  5.83835728e-02
  5.06835058e-03 -4.62247655e-02  4.79219817e-02 -4.17458788e-02
 -2.77628284e-02 -2.27097422e-02 -2.70657390e-02  5.28121069e-02
 -2.39124335e-03 -1.34898961e-01 -2.59391498e-02  1.70688983e-02
  1.26550898e-01  6.02693520e-02  2.02380754e-02 -9.64222103e-03
 -6.11151867e-02  1.22138802e-02 -3.23723219e-02 -3.81911322e-02
 -2.94699222e-02 -5.84711060e-02 -2.14278307e-02  6.32779077e-02
 -1.73670612e-03 -1.55503368e-02  4.98162024e-02  3.12161036e-02
  1.72255561e-02 -1.57322511e-02 -8.09131265e-02  2.52929199e-02
 -4.99090776e-02 -8.39711279e-02 -4.91581019e-03 -1.43906511e-02]","[ 0.10611332 -0.16944754 -0.04375046 -0.09739152  0.12113326 -0.02154056
 -0.06390595 -0.0141625  -0.1803253   0.01730066 -0.07069806  0.02458605
  0.07293604 -0.04765885 -0.0041971   0.16150704  0.06353132  0.04331384
  0.07204662 -0.0240694  -0.07240607  0.06382629 -0.07205687  0.01544465
 -0.00225979 -0.11370572 -0.03718216  0.02781269 -0.08050314  0.10156197
  0.0436549   0.04521919  0.04491384  0.01194931 -0.08792423 -0.03909812
 -0.02218284 -0.02130249  0.09939884  0.0480052  -0.00727154 -0.02431931
  0.01284831 -0.04315051 -0.05461297 -0.12108133  0.12323807  0.09358131
 -0.16497049 -0.03716184 -0.03289455  0.04848294 -0.08859969  0.16477615
  0.13786381 -0.1562443   0.01707893 -0.07125561 -0.10392943 -0.07999296
  0.00990491  0.04966817 -0.06507102  0.07029181 -0.00343422 -0.0350299
  0.02974281 -0.02821311 -0.04558484 -0.01760006 -0.0184953   0.05021883
 -0.0186819  -0.14834453 -0.03534743 -0.04073552  0.12889159  0.11345915
  0.01435422 -0.00282523 -0.06101322 -0.01039745 -0.0431137  -0.02672936
 -0.03717703 -0.04779139  0.00120142  0.06301045  0.00775443 -0.01905953
  0.04917482  0.02806649  0.02466448 -0.04483804 -0.07375327  0.0227237
 -0.01896894 -0.08825333 -0.02061289  0.0110321 ]"
"[ 0.15283315 -0.18046501 -0.07105792 -0.12635599  0.15305679  0.07080113
 -0.06281541 -0.01933938 -0.11762287  0.05048004  0.02553006  0.05739435
  0.08983859  0.02209543 -0.01658266  0.07783913  0.08830315 -0.00655687
  0.08644906 -0.00735966 -0.1186543   0.07343709 -0.04698256 -0.05927684
 -0.00565308 -0.06448668  0.04527399 -0.05576972 -0.10542434  0.03751153
  0.06265086  0.07174601  0.0142073   0.04711456 -0.0300759  -0.04789714
 -0.02316111  0.01088534  0.1094312   0.03300776  0.00498093  0.09212356
  0.01019294 -0.06944848 -0.03964186 -0.15777144  0.10691817  0.05489074
 -0.20342787 -0.04451709 -0.08195543  0.09549209 -0.04400252  0.13330768
  0.14189462 -0.0491519   0.00675348 -0.06310938 -0.09660289  0.00940164
  0.03221568  0.04998907 -0.1140457   0.02345823  0.00890951  0.00107866
 -0.01891475 -0.01691448 -0.00336783 -0.04087148 -0.00069288  0.02573722
 -0.08579671 -0.11081479  0.01017239 -0.00399641  0.09897607  0.06842969
 -0.04497932 -0.014412   -0.04605619 -0.03157739 -0.03604099 -0.05121112
 -0.00165864 -0.02199692  0.08343709  0.06536619  0.08578092  0.01145754
 -0.00176019  0.11212002 -0.03299533  0.00882586 -0.12292527  0.00541945
  0.07537525 -0.04249415 -0.00718976 -0.08195981]","[ 0.15100063 -0.2038914  -0.03672111 -0.12341911  0.2005404   0.08650365
 -0.08312583  0.02903953 -0.13019007  0.05070835  0.03796802  0.04567724
  0.08300206  0.03911957 -0.04262907  0.1112197   0.103412   -0.0375074
  0.08795389  0.01213586 -0.11220742  0.04659309 -0.02474846 -0.05434356
 -0.01876319 -0.11787255  0.04909239 -0.07257253 -0.11150631  0.02965541
  0.06003924  0.07938163  0.0277216   0.07400355 -0.04695747 -0.03313471
 -0.02137823  0.0402694   0.13791622  0.01876391  0.01209687  0.04675677
  0.00163557 -0.07513695 -0.04680987 -0.14920843  0.11192387  0.04910235
 -0.21669273 -0.04905038 -0.10173564  0.08893083 -0.0421275   0.13099521
  0.16812862 -0.03579524  0.00602428 -0.05520044 -0.09457727  0.0036819
  0.02570789  0.0679821  -0.15072703  0.02192958  0.00630449 -0.03241201
 -0.00454764  0.01102879 -0.06021175 -0.02794567 -0.03059472  0.04297838
 -0.09096111 -0.1293537   0.01468981 -0.02070838  0.1078603   0.07150496
 -0.05568633 -0.019151   -0.02285735 -0.01776082 -0.01168725 -0.02368641
 -0.00810933 -0.00915557  0.09159923  0.07675534  0.08023994  0.00598176
  0.02141086  0.11194792 -0.07637791  0.02030684 -0.15666568  0.0142459
  0.0546459   0.00735475  0.01211893 -0.05647638]"
"[ 0.04126379 -0.2089632  -0.04562591 -0.00558421  0.07321219  0.04427673
 -0.04978884 -0.02449996 -0.05838448  0.06502562 -0.12175146  0.10167333
  0.01627526 -0.0234231  -0.04645503  0.06503831 -0.03334249 -0.01572162
  0.01121465 -0.03881653 -0.03654958 -0.0019487  -0.02427184 -0.01039189
  0.0524417  -0.06982747 -0.0357992   0.06524936 -0.00947236  0.06209059
  0.03716949 -0.01233055  0.01240558  0.0785872  -0.01488266 -0.00055604
 -0.01275776 -0.01400039 -0.06171534 -0.03118861  0.00354089 -0.03548476
  0.03308802 -0.08472941 -0.0559258  -0.0909958   0.12385812  0.07616044
 -0.10715476 -0.05595958 -0.00589907  0.05573706 -0.0674142   0.13592215
  0.04165633 -0.12578206  0.06421819 -0.09690531 -0.08290546 -0.11598609
  0.06312321  0.05101322 -0.01153505  0.0581128  -0.01826454 -0.00647137
  0.00981851  0.01100026 -0.06286345 -0.03605417  0.01810083  0.0226697
 -0.04784575 -0.03930027 -0.04877382  0.03146992  0.07034815 -0.00234462
  0.04723001 -0.01988343 -0.07286077  0.02999574  0.00258728 -0.0363612
 -0.03626238 -0.05662135 -0.00385321 -0.02010579  0.05118228 -0.01547857
  0.02922194  0.06979504  0.02406686  0.03574032 -0.06297698 -0.02200375
  0.00932924 -0.04809717  0.04382676  0.01719076]","[-0.08525987 -0.23975873 -0.05208001 -0.00759541  0.17937666  0.10581058
 -0.07737783 -0.12016349 -0.11199341  0.07780156 -0.15451276  0.13073789
 -0.02816497 -0.05891877 -0.03604575  0.10599923  0.00464796 -0.01178147
 -0.06514893 -0.02320617 -0.05948243 -0.03143657 -0.06745946 -0.00686054
  0.0358781  -0.0312328   0.0389619   0.00766264 -0.10289952  0.14524214
  0.03599159 -0.03519776  0.053602    0.09544493 -0.01697463 -0.0129706
 -0.00471763 -0.05967114 -0.01897198 -0.04023741  0.02559921  0.00747892
  0.0601666  -0.09156864  0.00777856 -0.01452053  0.13691999  0.07398169
 -0.14307968 -0.06042954 -0.01465805 -0.04026187 -0.00514022  0.17351624
  0.07563551 -0.08465257  0.05896741 -0.07040904 -0.08949871 -0.12741935
  0.09423523  0.04550057 -0.03950499  0.08078719  0.0373611  -0.04725239
  0.00503295  0.02894734 -0.05084335 -0.03310985  0.04676271  0.02068786
 -0.05129392 -0.01843927 -0.04460794  0.04516754  0.04791501  0.00184097
  0.05444858 -0.05485424 -0.08637327 -0.01854321 -0.04052567 -0.04811498
 -0.06649195 -0.02539603 -0.01265614 -0.01209906  0.06094822  0.02612797
 -0.02513904  0.0594036   0.03470325  0.02104877 -0.04883692  0.01247827
  0.03491887 -0.06173842  0.07223227  0.0403751 ]"
"[ 0.15290356 -0.10048817 -0.08865371 -0.07750265  0.0944452   0.09585784
 -0.04689938  0.01165449 -0.12362379  0.10082455 -0.08534479 -0.04601416
  0.02410456 -0.11058678 -0.10009311  0.06569816  0.06537943  0.02539526
  0.00690411 -0.03834849 -0.03364944 -0.04490237 -0.00695791 -0.02211232
  0.01197403  0.01669234  0.07512614  0.02870393 -0.11851373  0.02132715
 -0.00505491  0.08461567  0.08176911  0.04170669 -0.04541234  0.04064918
 -0.01929968 -0.03600335  0.06349526 -0.02749182  0.05341947  0.02960049
 -0.02177885 -0.05946442 -0.03892281 -0.10067202  0.10932551  0.09534784
 -0.1576758  -0.03268796 -0.05193505  0.06347066 -0.0873467   0.15417007
  0.07688898 -0.14636785  0.01820727 -0.08573698 -0.09685799 -0.08760508
  0.07792646  0.04952255 -0.06787519  0.04069903  0.04260031 -0.03212054
  0.06686831  0.03286635 -0.04689047  0.03773693 -0.01598604  0.07479374
 -0.052723   -0.01143931 -0.01416054  0.02709759  0.07167973  0.03133372
  0.00381283 -0.02812626 -0.03109756  0.01597858 -0.05400331 -0.02125226
 -0.05003591 -0.07602692  0.04734636  0.05142344  0.01644122 -0.00065031
 -0.03054911  0.08494268 -0.01801205  0.01786423 -0.13199832  0.00651071
 -0.01994383  0.07724574  0.05657527  0.06533629]","[ 7.65151978e-02 -1.38984412e-01  3.72818038e-02  2.09261924e-02
 -4.01800983e-02 -2.56661326e-03 -1.29218906e-01 -2.47496944e-02
 -5.00623398e-02 -2.14421134e-02 -7.86636695e-02 -2.64847856e-02
  7.53456950e-02 -7.79169798e-02  4.78510968e-02 -8.94902460e-03
  4.84986324e-03  1.10377088e-01  3.95824015e-02 -4.53369226e-03
 -5.85893169e-02 -7.30195343e-02 -3.44184265e-02 -6.16820008e-02
 -1.70914233e-02 -5.14954627e-02 -5.98654710e-02  7.40820309e-03
 -3.95014044e-03  1.05016809e-02 -4.61181402e-02  2.94543877e-02
  4.04838100e-03  2.63024569e-02  1.01425936e-02  5.63484244e-02
 -2.62526190e-03  7.82170072e-02 -1.23668155e-02 -1.42868264e-02
  6.56565130e-02 -2.53547318e-02 -9.76092070e-02 -9.30862688e-03
 -7.54458457e-02 -1.64337620e-01  1.20915428e-01  8.09786543e-02
 -1.47311077e-01  4.40263934e-03 -1.90324578e-02  2.12040301e-02
 -4.46285009e-02  5.94509467e-02  7.93681890e-02 -1.47907495e-01
  5.31752370e-02  6.95937499e-03 -7.39137456e-02 -1.08609319e-01
 -1.08257253e-02  1.69612654e-02 -5.77029064e-02  1.68152787e-02
  5.58170639e-02  9.62450169e-03  3.29731479e-02 -1.26889572e-02
 -4.85243276e-02  3.85963023e-02 -6.21924846e-05  2.52530798e-02
 -1.44521110e-02 -3.41521688e-02 -3.77555750e-02  6.85943067e-02
  1.12550899e-01  4.89528999e-02 -1.07200127e-02 -4.42326479e-02
 -1.09008431e-01  2.96520051e-02 -3.04140151e-03 -1.35677159e-02
 -3.72025073e-02 -4.34027128e-02  1.35915482e-03  8.30039382e-02
  8.43298361e-02  2.05661543e-02 -2.88959146e-02  9.60648805e-02
  1.35798007e-02 -3.60591896e-02 -7.44032338e-02 -6.75463378e-02
  1.67984776e-02  8.74954835e-03  3.07192095e-03 -4.59417282e-03]"
"[ 0.09481604 -0.09654087 -0.18516868 -0.11959822  0.19214535  0.03791983
 -0.09194297 -0.0395594  -0.16019726  0.05912068 -0.05302067 -0.02743324
  0.00529523 -0.00207454 -0.03960013  0.00482807  0.03707047  0.02304224
  0.02306868 -0.02623867  0.01905747 -0.02178999 -0.05330497 -0.02987202
 -0.04624858 -0.05961714  0.04508097 -0.00826279 -0.03463245  0.08984265
  0.0841903   0.02095926  0.04208523  0.09603888  0.02529157  0.02998879
 -0.01833279 -0.01214424  0.02754744 -0.01826874  0.0361365   0.0088538
 -0.01387213  0.02685549 -0.05834829 -0.09073613  0.10711586  0.0341813
 -0.1861626  -0.06223288 -0.02817844  0.01121104 -0.10943061  0.17337054
  0.05103486 -0.17470685  0.02751307 -0.09004408 -0.05424901 -0.05844926
  0.1470826   0.08150226 -0.08333784  0.0983521   0.08055757 -0.00381776
 -0.00088941  0.02829696  0.02333753 -0.00947288 -0.03635142  0.04242896
 -0.02637959 -0.03627581 -0.01158575 -0.01639344  0.06446738  0.08518615
  0.07266404 -0.02236654 -0.10301186  0.06466023  0.01349868  0.02523671
 -0.03508855 -0.0341442  -0.00661735 -0.00820125  0.05429838  0.03837518
 -0.02311013  0.08272332  0.03690481  0.03341942 -0.11199575  0.04309723
  0.00687457 -0.02750219  0.03258862  0.10648108]","[ 0.10461238 -0.12753913 -0.09147347 -0.09654723  0.13157608  0.07452518
 -0.21137151  0.01550235 -0.13179186  0.06770861 -0.08285885  0.01820485
 -0.04630705 -0.02065008 -0.02329564  0.00490288  0.04086588  0.02333766
  0.02967597  0.00147356 -0.09460231 -0.03213336 -0.11797589 -0.04530267
 -0.01653117 -0.03323782  0.01304099  0.02951074 -0.05375118  0.11012838
  0.09933285  0.01434418  0.05801757  0.07941712  0.031219    0.01335837
  0.02385079 -0.05799011 -0.00182304  0.02801326  0.03110414  0.01271876
 -0.062075    0.03401883 -0.02761385 -0.07941827  0.10103527  0.05128561
 -0.18057606 -0.04811331 -0.02974173  0.03955244 -0.12657768  0.18038823
  0.07530578 -0.16866732  0.01406004 -0.09208652 -0.07080359 -0.10169831
  0.0748941   0.08203317 -0.10677661  0.0700088   0.09073304  0.01223693
 -0.00610425  0.0249407  -0.00969311 -0.00486276 -0.04503098  0.03169049
 -0.06035747 -0.03577296 -0.00472365  0.00770608  0.06270917  0.03984493
  0.0481282  -0.02380023 -0.08271158  0.00275803  0.00294097 -0.02708481
 -0.05527495 -0.03854931  0.00367278  0.00545536  0.0507978   0.03099511
 -0.0524883   0.07933111  0.06157576  0.04602589 -0.10684097  0.03231436
  0.02693233 -0.01066818  0.02220953  0.12996267]"
"[ 0.16589108 -0.18581358 -0.0897515  -0.09436195  0.10884093 -0.04769005
 -0.02546455 -0.02053686 -0.01096385  0.01238858  0.0006545   0.06163964
 -0.01542994  0.03913775 -0.02613783  0.04796336  0.02395626  0.07533283
  0.0293283   0.00587465  0.0035928  -0.05672077 -0.03495046 -0.02374931
 -0.03247669 -0.07663458  0.02178991  0.04539419 -0.06001559  0.02922355
  0.02653852  0.05078175  0.1030563   0.0649673  -0.01656323 -0.05925494
  0.02947359 -0.02504718  0.02954295 -0.02178603 -0.05067131 -0.06002149
 -0.03167685 -0.03585969 -0.07155453 -0.14873816  0.1371136   0.10668132
 -0.13493975 -0.06835812 -0.04759402  0.14092964 -0.0483375   0.08271506
  0.10079351 -0.12047286  0.04658103 -0.06478725 -0.08734475 -0.13313176
  0.02140832  0.0156105  -0.03569029  0.06947564  0.0472069   0.00957255
 -0.01299982 -0.0115026  -0.03183633 -0.01263493 -0.03694331  0.03757765
 -0.01257733 -0.03618747 -0.01378601  0.0708852   0.06505724  0.02124863
 -0.02202153 -0.04174653 -0.05447301  0.00340331  0.06764725 -0.04843602
  0.02168132 -0.07436987  0.05277131  0.00983563  0.07809925  0.01002282
  0.03589115  0.11713083 -0.01133666  0.05920262 -0.07242815 -0.02803611
 -0.00197291 -0.00808096  0.02847964  0.01164973]","[ 1.59037933e-01 -1.39077812e-01 -7.57561252e-02 -1.30780742e-01
  8.39335248e-02 -3.12240925e-02  6.63629209e-04 -4.83464682e-03
 -9.56795141e-02  1.27069361e-03 -7.98458047e-03 -2.41975021e-02
  6.87904283e-02 -9.92936641e-02  6.40866384e-02  8.08832273e-02
  4.95878942e-02  4.29597795e-02  6.08515460e-03 -4.48155031e-02
  2.54910178e-02  8.35981891e-02 -6.51459321e-02 -8.55373889e-02
 -1.57997645e-02 -2.59570275e-02 -1.47270260e-03  8.11793208e-02
 -1.31264403e-02  1.87074987e-03  2.42073201e-02  7.11913332e-02
  1.13864258e-01  7.96299204e-02 -4.49526869e-02 -1.91601794e-02
  1.04901381e-02 -1.58633164e-03  5.25747053e-02 -5.39051555e-02
 -5.47170965e-03 -1.92479026e-02 -1.34493280e-02 -1.21317189e-02
 -4.39832173e-02 -1.68242395e-01  1.06623374e-01  1.01615787e-01
 -1.40388355e-01 -2.14616712e-02 -4.14257087e-02  6.82522878e-02
 -3.74597348e-02  1.55217752e-01  4.26861718e-02 -1.26468971e-01
  3.17570232e-02 -5.95270880e-02 -7.92758092e-02 -8.69508013e-02
  2.83636656e-02  3.60588469e-02 -4.27023880e-02  4.62295674e-02
  6.36119721e-03 -1.90000217e-02  3.07868179e-02  2.37190314e-02
 -4.53705899e-02 -5.24347201e-02  5.67766689e-02  8.40260088e-02
 -5.84599636e-02 -5.03944457e-02 -2.79460233e-02  8.10556039e-02
  7.01044872e-02  7.51315653e-02  1.04394807e-02 -7.24472627e-02
 -5.76163344e-02 -5.86823188e-02  1.11446995e-02 -7.12361410e-02
  4.39237198e-03 -4.12670486e-02  1.85076799e-02  2.86479592e-02
  6.84895664e-02 -8.27950612e-03  3.23871709e-02  1.01140454e-01
  2.21103919e-03 -7.18571106e-03 -1.15169220e-01 -4.30872850e-02
  3.43909934e-02 -1.10663103e-04 -8.27458221e-03  5.58901802e-02]"
"[-1.60110503e-04 -2.26744458e-01 -2.01091613e-03 -6.85453340e-02
  1.56384915e-01 -5.73393106e-02 -3.64336930e-02 -7.23666698e-02
 -5.88189475e-02 -4.45054173e-02 -7.03203380e-02  5.81918806e-02
  4.40384708e-02 -7.70822912e-02 -2.91568786e-03 -3.22152930e-03
  4.13036272e-02 -5.95571250e-02  1.09209865e-02 -9.75570679e-02
 -4.31878865e-02  3.20726261e-02 -6.74338266e-03  1.34135857e-02
 -4.72855940e-02 -8.96374881e-02  4.19475324e-03  2.70775184e-02
 -2.49282713e-03  8.79481584e-02 -3.71256657e-03  1.33177182e-02
  5.84047697e-02  1.38946757e-01  1.94067731e-02 -4.89750169e-02
  2.86063757e-02  1.85599434e-03  4.08975072e-02 -6.83688670e-02
  4.38094093e-03 -2.67243497e-02 -1.34547055e-02 -4.23935205e-02
 -7.94349909e-02 -7.34269768e-02  1.41425937e-01  2.75751166e-02
 -1.59815967e-01 -4.84866798e-02 -3.75024304e-02  3.47867683e-02
 -3.83494422e-02  1.19741671e-01  7.59806558e-02 -7.46806562e-02
  5.78644872e-02 -2.19537467e-02 -4.65100706e-02 -5.12193963e-02
  7.29706138e-02  4.61356565e-02 -8.01166594e-02  5.13053052e-02
  9.81117337e-05 -6.88283443e-02 -2.36515664e-02 -2.68567237e-03
 -2.66113933e-02  2.17095725e-02 -2.56968141e-02  5.88651076e-02
 -6.74187690e-02 -4.12113555e-02 -4.06167395e-02  6.40884787e-02
  6.50947765e-02  4.10751021e-03  9.05686244e-03 -4.23863232e-02
 -4.37431708e-02 -1.04476549e-02  2.20445730e-02 -2.37817019e-02
 -4.70712110e-02 -3.61515433e-02  1.96160302e-02  6.90957606e-02
  5.20700514e-02  2.07402334e-02 -1.16770109e-02  1.06836796e-01
 -1.80201232e-02 -1.01949694e-02 -9.22270641e-02  2.52050068e-02
  7.17188185e-03  6.73507378e-02 -4.64994907e-02 -4.68010902e-02]","[-5.19097503e-03 -2.20182449e-01 -2.30983645e-02 -9.11161602e-02
  1.80767328e-01 -8.74072686e-02 -2.09484585e-02 -8.60539153e-02
 -1.07176341e-01 -3.49015370e-02 -9.65406373e-02  9.71517339e-02
 -1.31887831e-02 -1.15844384e-01 -4.95934412e-02  3.94904241e-03
  1.55687472e-02  2.01993622e-03  2.03722902e-03 -1.17285371e-01
 -2.24954393e-02  3.77833620e-02  4.51499037e-03  1.54883843e-02
 -2.06461493e-02 -4.70771380e-02 -7.56201334e-04  5.11556454e-02
  1.57049969e-02  1.07143052e-01 -4.00984287e-03 -2.48223003e-02
  4.76541892e-02  1.37088761e-01  3.50833982e-02 -6.03518337e-02
  3.43747213e-02 -2.00965330e-02  4.90292907e-03 -7.34314546e-02
  2.97036767e-03 -5.10329083e-02 -2.24164240e-02 -1.79712735e-02
 -6.76852912e-02 -6.57370389e-02  1.46283209e-01  5.64859211e-02
 -1.50696874e-01 -1.03999116e-02 -1.95758194e-02  3.05645838e-02
 -5.32459617e-02  1.58894613e-01  5.33387177e-02 -1.22812301e-01
  2.40016356e-02 -3.65832336e-02 -5.61263375e-02 -8.13526362e-02
  1.00878783e-01  3.26964557e-02 -5.26517108e-02  1.03444844e-01
 -2.48190276e-02 -8.42283368e-02 -4.05570939e-02 -1.19990911e-02
 -1.39750540e-04  6.35231286e-03  8.38515162e-03  6.95306212e-02
 -3.14296335e-02 -6.38254452e-03 -7.34706894e-02  7.01063573e-02
  5.72505817e-02  3.85142909e-03  4.95269299e-02 -4.06842418e-02
 -4.37705964e-02 -3.13420109e-02  5.10336366e-03 -2.05157213e-02
 -6.91257864e-02 -5.16664572e-02  1.39065497e-02  7.05378428e-02
  6.43361509e-02  2.57679392e-02 -1.87051687e-02  1.16103098e-01
  2.61578951e-02 -3.83105502e-02 -8.54494870e-02  3.33914459e-02
 -7.85726588e-03  4.70197015e-02 -3.63916084e-02  4.95230779e-03]"
